text,font_size,font_color_red,font_color_green,font_color_blue,font_color_alpha,font_weight,output
"""Letting the Machines Decide""",12.4678,51,102,204,1,400,0
The Wall Street Journal,16,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
"""Do We Need Doctors or Algorithms?""",12.4678,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
"When A Machine Learning Algorithm Studied Fine Art Paintings, It Saw Things Art Historians Had Never Noticed",12.4678,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
Wayback Machine,16,51,102,204,1,400,0
The Physics at blog,14,51,102,204,1,400,0
ArXiv,16,51,102,204,1,400,0
"""The first AI-generated textbook shows what robot writers are actually good at""",12.4678,51,102,204,1,400,0
The Verge,14,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
Diabetes & Metabolic Syndrome: Clinical Research & Reviews,14,51,102,204,1,400,0
"""Application of machine learning to predict visitors' green behavior in marine protected areas: evidence from Cyprus""",12.4678,51,102,204,1,400,0
Journal of Sustainable Tourism,14,51,102,204,1,400,0
"""User Interaction Aware Reinforcement Learning for Power and Thermal Efficiency of CPU-GPU Mobile MPSoCs""",12.4678,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Smartphones get smarter with Essex innovation""",12.4678,51,102,204,1,400,0
Business Weekly,14,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Future smartphones 'will prolong their own battery life by monitoring owners' behaviour' """,12.4678,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Why Machine Learning Models Often Fail to Learn: QuickTake Q&A""",12.4678,51,102,204,1,400,0
Bloomberg.com,14,51,102,204,1,400,0
the original,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""The First Wave of Corporate AI Is Doomed to Fail""",12.4678,51,102,204,1,400,0
Harvard Business Review,14,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Why the A.I. euphoria is doomed to fail""",12.4678,51,102,204,1,400,0
VentureBeat,14,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
www.kdnuggets.com,14,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Why Uber's self-driving car killed a pedestrian""",12.4678,51,102,204,1,400,0
The Economist,14,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""IBM Has a Watson Dilemma""",12.4678,51,102,204,1,400,0
The Wall Street Journal,16,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Comparison of a traditional systematic review approach with review-of-reviews and semi-automation as strategies to update the evidence""",12.4678,51,102,204,1,400,0
Systematic Reviews,14,51,102,204,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
World Policy Journal,14,51,102,204,1,400,0
Science,14,51,102,204,1,400,0
arXiv,12.32,51,102,204,1,400,0
Bibcode,12.32,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
archived,12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
", retrieved",12.6,32,33,34,1,400,0
Julia Angwin,16,51,102,204,1,400,0
"""Machine Bias""",12.4678,51,102,204,1,400,0
ProPublica,16,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Opinion | When an Algorithm Helps Send You to Prison""",12.4678,51,102,204,1,400,0
New York Times,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Google apologises for racist blunder""",12.4678,51,102,204,1,400,0
BBC News,14,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Google 'fixed' its racist algorithm by removing gorillas from its image-labeling tech""",12.4678,51,102,204,1,400,0
The Verge,14,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Opinion | Artificial Intelligence's White Guy Problem""",12.4678,51,102,204,1,400,0
New York Times,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Why Microsoft's teen chatbot, Tay, said lots of awful things online""",12.4678,51,102,204,1,400,0
MIT Technology Review,14,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Microsoft says its racist chatbot illustrates how AI isn't adaptable enough to help most businesses""",12.4678,51,102,204,1,400,0
MIT Technology Review,14,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Fei-Fei Li's Quest to Make Machines Better for Humanity""",12.4678,51,102,204,1,400,0
Wired,14,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Single pixel change fools AI programs""",12.4678,51,102,204,1,400,0
BBC News,14,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
"""AI Has a Hallucination Problem That's Proving Tough to Fix""",12.4678,51,102,204,1,400,0
WIRED,14,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Machine-learning models vulnerable to undetectable backdoors""",12.4678,51,102,204,1,400,0
The Register,16,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
"""Undetectable Backdoors Plantable In Any Machine-Learning Algorithm""",12.4678,51,102,204,1,400,0
IEEE Spectrum,16,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
arXiv,12.32,51,102,204,1,400,0
cs.LG,12.4678,51,102,204,1,400,0
"""A Study of Cross-Validation and Bootstrap for Accuracy Estimation and Model Selection""",12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
International Joint Conference on Artificial Intelligence,14,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
International Journal of Geographical Information Science,14,51,102,204,1,400,0
"""The Ethics of Artificial Intelligence""",12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
the original,12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
"""The fight against racist algorithms""",12.4678,51,102,204,1,400,0
The Outline,14,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
"""Machine learning is racist because the internet is racist""",12.4678,51,102,204,1,400,0
The Outline,14,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
"""THE ETHICS OF ARTIFICIAL INTELLIGENCE""",12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
Nick Bostrom,14,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
arXiv,12.32,51,102,204,1,400,0
cs.CY,12.4678,51,102,204,1,400,0
"""Language necessarily contains human biases, and so will machines trained on language corpora""",12.4678,51,102,204,1,400,0
Freedom to Tinker,14,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
New England Journal of Medicine,14,51,102,204,1,400,0
New England Journal of Medicine,12.32,51,102,204,1,400,0
"""Deep Neural Networks for Acoustic Modeling in Speech Recognition""",12.4678,51,102,204,1,400,0
airesearch.com,14,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
"""GPUs Continue to Dominate the AI Accelerator Market for Now""",12.4678,51,102,204,1,400,0
InformationWeek,14,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
"""AI is changing the entire nature of compute""",12.4678,51,102,204,1,400,0
ZDNet,14,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
"""AI and Compute""",12.4678,51,102,204,1,400,0
OpenAI,14,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
"""Cornell & NTT's Physical Neural Networks: A ""Radical Alternative for Implementing Deep Neural Networks"" That Enables Arbitrary Physical Systems Training | Synced""",12.4678,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
"""Nano-spaghetti to solve neural network power consumption""",12.4678,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Extending the battery lifetime of wearable sensors with embedded machine learning""",12.4678,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""A Beginner's Guide To Machine learning For Embedded Systems""",12.4678,51,102,204,1,400,0
Analytics India Magazine,14,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
syncedreview.com,14,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
arXiv,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Towards Deep Learning using TensorFlow Lite on RISC-V""",12.4678,51,102,204,1,400,0
Harvard University,16,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Approximate Computing Methods for Embedded Machine Learning""",12.4678,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""dblp: TensorFlow Eager: A Multi-Stage, Python-Embedded DSL for Machine Learning""",12.4678,51,102,204,1,400,0
dblp.org,14,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Machine Learning in Resource-Scarce Embedded Systems, FPGAs, and End-Devices: A Survey""",12.4678,51,102,204,1,400,0
Electronics,14,51,102,204,1,400,0
(UTC),12,32,33,34,1,400,0
Terms of Use,16,51,102,204,1,400,0
Privacy Policy,16,51,102,204,1,400,0
"Wikimedia Foundation, Inc.",16,51,102,204,1,400,0
Privacy policy,16,51,102,204,1,400,0
About Wikipedia,16,51,102,204,1,400,0
Disclaimers,16,51,102,204,1,400,0
Contact Wikipedia,16,51,102,204,1,400,0
Mobile view,12,51,102,204,1,400,0
Developers,16,51,102,204,1,400,0
Statistics,16,51,102,204,1,400,0
Cookie statement,16,51,102,204,1,400,0
Edit preview settings,16,51,102,204,1,400,0
Branch of machine learning,14,32,33,34,1,400,1
Representing images on multiple layers of abstraction in deep learning,12.3704,32,33,34,1,400,1
.mw-parser-output .nobold{font-weight:normal},16,0,0,0,1,400,1
Part of a series on,12.32,32,33,34,1,400,1
Machine learning,16,51,102,204,1,400,1
data mining,16,51,102,204,1,400,1
Paradigms,12.936,32,33,34,1,700,1
Supervised learning,16,51,102,204,1,400,1
Unsupervised learning,16,51,102,204,1,400,1
Online learning,16,51,102,204,1,400,1
Batch learning,12.32,51,102,204,1,400,1
Meta-learning,16,51,102,204,1,400,1
Semi-supervised learning,12.32,51,102,204,1,400,1
Self-supervised learning,16,51,102,204,1,400,1
Reinforcement learning,16,51,102,204,1,400,1
Rule-based learning,16,51,102,204,1,400,1
Quantum machine learning,16,51,102,204,1,400,1
Problems,12.936,32,33,34,1,700,1
Classification,16,51,102,204,1,400,1
Regression,16,51,102,204,1,400,1
Clustering,16,51,102,204,1,400,1
dimension reduction,16,51,102,204,1,400,1
density estimation,16,51,102,204,1,400,1
Anomaly detection,16,51,102,204,1,400,1
Data Cleaning,12.32,51,102,204,1,400,1
AutoML,16,51,102,204,1,400,1
Association rules,16,51,102,204,1,400,1
Semantic analysis,16,51,102,204,1,400,1
Structured prediction,16,51,102,204,1,400,1
Feature engineering,16,51,102,204,1,400,1
Feature learning,16,51,102,204,1,400,1
Learning to rank,16,51,102,204,1,400,1
Grammar induction,16,51,102,204,1,400,1
Ontology learning,16,51,102,204,1,400,1
Supervised learning,16,51,102,204,1,400,1
classification,16,51,102,204,1,400,1
regression,16,51,102,204,1,400,1
Decision trees,16,51,102,204,1,400,1
Ensembles,16,51,102,204,1,400,1
Bagging,16,51,102,204,1,400,1
Boosting,16,51,102,204,1,400,1
Random forest,16,51,102,204,1,400,1
Linear regression,16,51,102,204,1,400,1
Naive Bayes,16,51,102,204,1,400,1
Artificial neural networks,16,51,102,204,1,400,1
Logistic regression,16,51,102,204,1,400,1
Perceptron,16,51,102,204,1,400,1
Relevance vector machine (RVM),16,51,102,204,1,400,1
Support vector machine (SVM),16,51,102,204,1,400,1
Clustering,16,51,102,204,1,400,1
BIRCH,16,51,102,204,1,400,1
Hierarchical,16,51,102,204,1,400,1
-means,16,51,102,204,1,400,1
Fuzzy,16,51,102,204,1,400,1
DBSCAN,16,51,102,204,1,400,1
OPTICS,16,51,102,204,1,400,1
Mean shift,16,51,102,204,1,400,1
Dimensionality reduction,16,51,102,204,1,400,1
Factor analysis,16,51,102,204,1,400,1
t-SNE,16,51,102,204,1,400,1
Structured prediction,16,51,102,204,1,400,1
Graphical models,16,51,102,204,1,400,1
Bayes net,16,51,102,204,1,400,1
Conditional random field,16,51,102,204,1,400,1
Hidden Markov,16,51,102,204,1,400,1
Anomaly detection,16,51,102,204,1,400,1
RANSAC,12.32,51,102,204,1,400,1
Local outlier factor,16,51,102,204,1,400,1
Isolation forest,16,51,102,204,1,400,1
Artificial neural network,16,51,102,204,1,400,1
Autoencoder,16,51,102,204,1,400,1
Cognitive computing,16,51,102,204,1,400,1
Deep learning,12.32,32,33,34,1,700,1
DeepDream,16,51,102,204,1,400,1
Multilayer perceptron,16,51,102,204,1,400,1
reservoir computing,16,51,102,204,1,400,1
Restricted Boltzmann machine,16,51,102,204,1,400,1
Convolutional neural network,16,51,102,204,1,400,1
U-Net,16,51,102,204,1,400,1
Transformer,16,51,102,204,1,400,1
Vision,16,51,102,204,1,400,1
Spiking neural network,16,51,102,204,1,400,1
Memtransistor,16,51,102,204,1,400,1
(ECRAM),16,32,33,34,1,400,1
Electrochemical RAM,16,51,102,204,1,400,1
Reinforcement learning,16,51,102,204,1,400,1
Q-learning,16,51,102,204,1,400,1
SARSA,16,51,102,204,1,400,1
Temporal difference (TD),16,51,102,204,1,400,1
Multi-agent,16,51,102,204,1,400,1
Self-play,16,51,102,204,1,400,1
Learning with humans,12.936,32,33,34,1,700,1
Active learning,16,51,102,204,1,400,1
Crowdsourcing,16,51,102,204,1,400,1
Human-in-the-loop,16,51,102,204,1,400,1
Model diagnostics,12.936,32,33,34,1,700,1
Learning curve,16,51,102,204,1,400,1
Theory,12.936,32,33,34,1,700,1
Kernel machines,12.32,51,102,204,1,400,1
Computational learning theory,16,51,102,204,1,400,1
Empirical risk minimization,16,51,102,204,1,400,1
Occam learning,16,51,102,204,1,400,1
PAC learning,16,51,102,204,1,400,1
Statistical learning,16,51,102,204,1,400,1
VC theory,16,51,102,204,1,400,1
Machine-learning venues,12.936,32,33,34,1,700,1
NeurIPS,16,51,102,204,1,400,1
Related articles,12.936,32,33,34,1,700,1
Glossary of artificial intelligence,16,51,102,204,1,400,1
List of datasets for machine-learning research,16,51,102,204,1,400,1
Outline of machine learning,16,51,102,204,1,400,1
Part of a series on,12.32,32,33,34,1,400,1
Artificial intelligence,16,51,102,204,1,400,1
Major goals,16,51,102,204,1,400,1
Artificial general intelligence,16,51,102,204,1,400,1
Planning,16,51,102,204,1,400,1
Computer vision,16,51,102,204,1,400,1
General game playing,16,51,102,204,1,400,1
Knowledge reasoning,16,51,102,204,1,400,1
Machine learning,16,51,102,204,1,400,1
Natural language processing,16,51,102,204,1,400,1
Robotics,16,51,102,204,1,400,1
AI safety,16,51,102,204,1,400,1
Approaches,12.936,32,33,34,1,700,1
Symbolic,16,51,102,204,1,400,1
Deep learning,12.32,32,33,34,1,700,1
Bayesian networks,16,51,102,204,1,400,1
Evolutionary algorithms,16,51,102,204,1,400,1
Situated approach,16,51,102,204,1,400,1
Systems integration,16,51,102,204,1,400,1
Philosophy,16,51,102,204,1,400,1
Chinese room,16,51,102,204,1,400,1
Friendly AI,16,51,102,204,1,400,1
Control problem,12.32,51,102,204,1,400,1
Takeover,16,51,102,204,1,400,1
Ethics,16,51,102,204,1,400,1
Existential risk,16,51,102,204,1,400,1
Turing test,16,51,102,204,1,400,1
History,16,51,102,204,1,400,1
Timeline,16,51,102,204,1,400,1
Progress,16,51,102,204,1,400,1
AI winter,16,51,102,204,1,400,1
Technology,12.936,32,33,34,1,700,1
Applications,16,51,102,204,1,400,1
Projects,16,51,102,204,1,400,1
Programming languages,16,51,102,204,1,400,1
Glossary,12.936,32,33,34,1,700,1
Glossary,16,51,102,204,1,400,1
"For the ""South Park"" episode, see .",14,32,33,34,1,400,1
Deep Learning (South Park),16,51,102,204,1,400,1
"is part of a broader family of methods based on with . Learning can be , or .",14,32,33,34,1,400,1
Deep learning,10.9956,32,33,34,1,700,1
machine learning,16,51,102,204,1,400,1
artificial neural networks,16,51,102,204,1,400,1
representation learning,12.32,51,102,204,1,400,1
supervised,16,51,102,204,1,400,1
semi-supervised,12.32,51,102,204,1,400,1
unsupervised,16,51,102,204,1,400,1
"Deep-learning architectures such as , , , , and have been applied to fields including , , , , , , , , material inspection and programs, where they have produced results comparable to and in some cases surpassing human expert performance.",14,32,33,34,1,400,1
deep neural networks,16,51,102,204,1,400,1
deep belief networks,16,51,102,204,1,400,1
deep reinforcement learning,16,51,102,204,1,400,1
recurrent neural networks,12.32,51,102,204,1,400,1
convolutional neural networks,12.32,51,102,204,1,400,1
transformers,16,51,102,204,1,400,1
computer vision,16,51,102,204,1,400,1
speech recognition,16,51,102,204,1,400,1
natural language processing,16,51,102,204,1,400,1
machine translation,16,51,102,204,1,400,1
bioinformatics,16,51,102,204,1,400,1
drug design,16,51,102,204,1,400,1
medical image analysis,12.32,51,102,204,1,400,1
climate science,16,51,102,204,1,400,1
board game,16,51,102,204,1,400,1
"(ANNs) were inspired by information processing and distributed communication nodes in . ANNs have various differences from biological .  Specifically, artificial neural networks tend to be static and symbolic, while the biological brain of most living organisms is dynamic (plastic) and analog.",14,32,33,34,1,400,1
Artificial neural networks,16,51,102,204,1,400,1
biological systems,16,51,102,204,1,400,1
brains,16,51,102,204,1,400,1
"The adjective ""deep"" in deep learning refers to the use of multiple layers in the network. Early work showed that a linear cannot be a universal classifier, but that a network with a nonpolynomial activation function with one hidden layer of unbounded width can. Deep learning is a modern variation that is concerned with an unbounded number of layers of bounded size, which permits practical application and optimized implementation, while retaining theoretical universality under mild conditions. In deep learning the layers are also permitted to be heterogeneous and to deviate widely from biologically informed models, for the sake of efficiency, trainability and understandability.",14,32,33,34,1,400,1
perceptron,16,51,102,204,1,400,1
connectionist,16,51,102,204,1,400,1
Definition,21,0,0,0,1,400,1
"Deep learning is a class of  that uses multiple layers to progressively extract higher-level features from the raw input. For example, in , lower layers may identify edges, while higher layers may identify the concepts relevant to a human such as digits or letters or faces.",14,32,33,34,1,400,1
machine learning,16,51,102,204,1,400,1
algorithms,16,51,102,204,1,400,1
image processing,12.32,51,102,204,1,400,1
Overview,21,0,0,0,1,400,1
"Most modern deep learning models are based on , specifically (CNN)s, although they can also include or latent variables organized layer-wise in deep such as the nodes in and deep .",14,32,33,34,1,400,1
artificial neural networks,16,51,102,204,1,400,1
convolutional neural networks,16,51,102,204,1,400,1
propositional formulas,16,51,102,204,1,400,1
generative models,16,51,102,204,1,400,1
deep belief networks,16,51,102,204,1,400,1
Boltzmann machines,16,51,102,204,1,400,1
"In deep learning, each level learns to transform its input data into a slightly more abstract and composite representation. In an image recognition application, the raw input may be a of pixels; the first representational layer may abstract the pixels and encode edges; the second layer may compose and encode arrangements of edges; the third layer may encode a nose and eyes; and the fourth layer may recognize that the image contains a face. Importantly, a deep learning process can learn which features to optimally place in which level . This does not eliminate the need for hand-tuning; for example, varying numbers of layers and layer sizes can provide different degrees of abstraction.",14,32,33,34,1,400,1
matrix,16,51,102,204,1,400,1
on its own,12.32,51,102,204,1,400,1
credit assignment path,12.32,51,102,204,1,400,1
feedforward neural network,16,51,102,204,1,400,1
recurrent neural networks,16,51,102,204,1,400,1
Deep learning architectures can be constructed with a layer-by-layer method. Deep learning helps to disentangle these abstractions and pick out which features improve performance.,14,32,33,34,1,400,1
greedy,16,51,102,204,1,400,1
"For tasks, deep learning methods eliminate , by translating the data into compact intermediate representations akin to , and derive layered structures that remove redundancy in representation.",14,32,33,34,1,400,1
supervised learning,16,51,102,204,1,400,1
feature engineering,16,51,102,204,1,400,1
principal components,12.32,51,102,204,1,400,1
Deep learning algorithms can be applied to unsupervised learning tasks. This is an important benefit because unlabeled data are more abundant than the labeled data. Examples of deep structures that can be trained in an unsupervised manner are .,14,32,33,34,1,400,1
deep belief networks,16,51,102,204,1,400,1
Interpretations,21,0,0,0,1,400,1
Deep neural networks are generally interpreted in terms of the or .,14,32,33,34,1,400,1
universal approximation theorem,16,51,102,204,1,400,1
probabilistic inference,16,51,102,204,1,400,1
feedforward neural networks,12.32,51,102,204,1,400,1
continuous functions,12.32,51,102,204,1,400,1
George Cybenko,16,51,102,204,1,400,1
sigmoid,16,51,102,204,1,400,1
"The universal approximation theorem for concerns the capacity of networks with bounded width but the depth is allowed to grow. Lu et al. proved that if the width of a with activation is strictly larger than the input dimension, then the network can approximate any ; If the width is smaller or equal to the input dimension, then a is not a universal approximator.",14,32,33,34,1,400,1
deep neural networks,12.32,51,102,204,1,400,1
deep neural network,12.32,51,102,204,1,400,1
Lebesgue integrable function,16,51,102,204,1,400,1
deep neural network,12.32,51,102,204,1,400,1
"The interpretation derives from the field of . It features inference, as well as the concepts of and , related to fitting and , respectively. More specifically, the probabilistic interpretation considers the activation nonlinearity as a . The probabilistic interpretation led to the introduction of as in neural networks. The probabilistic interpretation was introduced by researchers including , and and popularized in surveys such as the one by .",14,32,33,34,1,400,1
probabilistic,12.32,51,102,204,1,400,1
machine learning,16,51,102,204,1,400,1
optimization,12.32,51,102,204,1,400,1
training,16,51,102,204,1,400,1
testing,12.32,51,102,204,1,400,1
generalization,16,51,102,204,1,400,1
cumulative distribution function,16,51,102,204,1,400,1
dropout,12.32,51,102,204,1,400,1
regularizer,16,51,102,204,1,400,1
Hopfield,16,51,102,204,1,400,1
Widrow,16,51,102,204,1,400,1
Narendra,16,51,102,204,1,400,1
Bishop,16,51,102,204,1,400,1
History,21,0,0,0,1,400,1
Frank Rosenblatt,16,51,102,204,1,400,1
perceptrons,16,51,102,204,1,400,1
Alexey Ivakhnenko,16,51,102,204,1,400,1
group method of data handling,16,51,102,204,1,400,1
computer vision,16,51,102,204,1,400,1
Neocognitron,16,51,102,204,1,400,1
Kunihiko Fukushima,16,51,102,204,1,400,1
Deep Learning,12.32,51,102,204,1,400,1
Rina Dechter,16,51,102,204,1,400,1
artificial neural networks,12.32,51,102,204,1,400,1
Boolean,16,51,102,204,1,400,1
Yann LeCun,16,51,102,204,1,400,1
backpropagation,16,51,102,204,1,400,1
automatic differentiation,16,51,102,204,1,400,1
recognizing handwritten ZIP codes,16,51,102,204,1,400,1
Brendan Frey,16,51,102,204,1,400,1
wake-sleep algorithm,16,51,102,204,1,400,1
Peter Dayan,16,51,102,204,1,400,1
Hinton,16,51,102,204,1,400,1
vanishing gradient problem,16,51,102,204,1,400,1
Sepp Hochreiter,16,51,102,204,1,400,1
Gabor filters,16,51,102,204,1,400,1
support vector machines,16,51,102,204,1,400,1
artificial neural network,16,51,102,204,1,400,1
"Both shallow and deep learning (e.g., recurrent nets) of ANNs have been explored for many years. These methods never outperformed non-uniform internal-handcrafting Gaussian / (GMM-HMM) technology based on generative models of speech trained discriminatively. Key difficulties have been analyzed, including gradient diminishing and weak temporal correlation structure in neural predictive models. Additional difficulties were the lack of training data and limited computing power.",14,32,33,34,1,400,1
mixture model,16,51,102,204,1,400,1
Hidden Markov model,16,51,102,204,1,400,1
speech recognition,16,51,102,204,1,400,1
SRI International,16,51,102,204,1,400,1
DARPA,16,51,102,204,1,400,1
speaker recognition,16,51,102,204,1,400,1
Larry Heck,16,51,102,204,1,400,1
National Institute of Standards and Technology,16,51,102,204,1,400,1
waveforms,16,51,102,204,1,400,1
long short-term memory,16,51,102,204,1,400,1
Schmidhuber,16,51,102,204,1,400,1
Google Voice Search,16,51,102,204,1,400,1
Geoff Hinton,16,51,102,204,1,400,1
Ruslan Salakhutdinov,16,51,102,204,1,400,1
feedforward neural network,16,51,102,204,1,400,1
restricted Boltzmann machine,16,51,102,204,1,400,1
backpropagation,16,51,102,204,1,400,1
learning,12.32,51,102,204,1,400,1
deep belief nets.,12.32,51,102,204,1,400,1
"Deep learning is part of state-of-the-art systems in various disciplines, particularly computer vision and (ASR). Results on commonly used evaluation sets such as (ASR) and ( ), as well as a range of large-vocabulary speech recognition tasks have steadily improved.  (CNNs) were superseded for ASR by CTC for . but are more successful in computer vision.",14,32,33,34,1,400,1
automatic speech recognition,12.32,51,102,204,1,400,1
TIMIT,16,51,102,204,1,400,1
MNIST,16,51,102,204,1,400,1
image classification,12.32,51,102,204,1,400,1
Convolutional neural networks,16,51,102,204,1,400,1
backpropagation,16,51,102,204,1,400,1
decision trees,16,51,102,204,1,400,1
Nvidia,16,51,102,204,1,400,1
graphics processing units,16,51,102,204,1,400,1
Andrew Ng,16,51,102,204,1,400,1
Deep learning revolution,21,0,0,0,1,400,1
How deep learning is a subset of machine learning and how machine learning is a subset of artificial intelligence (AI),12.3704,32,33,34,1,400,1
biomolecular target,12.32,51,102,204,1,400,1
NCATS,16,51,102,204,1,400,1
backpropagation,16,51,102,204,1,400,1
ImageNet competition,12.32,51,102,204,1,400,1
"Image classification was then extended to the more challenging task of (captions) for images, often as a combination of CNNs and LSTMs.",14,32,33,34,1,400,1
generating descriptions,16,51,102,204,1,400,1
Yoshua Bengio,16,51,102,204,1,400,1
Geoffrey Hinton,16,51,102,204,1,400,1
Yann LeCun,16,51,102,204,1,400,1
Turing Award,16,51,102,204,1,400,1
Neural networks,21,0,0,0,1,400,1
Artificial neural networks,21,0,0,0,1,400,1
Main article:,14,32,33,34,1,400,1
Artificial neural network,16,51,102,204,1,400,1
"( ) or are computing systems inspired by the that constitute animal brains. Such systems learn (progressively improve their ability) to do tasks by considering examples, generally without task-specific programming. For example, in image recognition, they might learn to identify images that contain cats by analyzing example images that have been manually as ""cat"" or ""no cat"" and using the analytic results to identify cats in other images. They have found most use in applications difficult to express with a traditional computer algorithm using .",14,32,33,34,1,400,1
Artificial neural networks,10.9956,32,33,34,1,700,1
systems,10.9956,32,33,34,1,700,1
connectionist,16,51,102,204,1,400,1
biological neural networks,12.32,51,102,204,1,400,1
labeled,16,51,102,204,1,400,1
rule-based programming,12.32,51,102,204,1,400,1
artificial neurons,16,51,102,204,1,400,1
biological brain,16,51,102,204,1,400,1
synapse,16,51,102,204,1,400,1
real numbers,12.32,51,102,204,1,400,1
"Typically, neurons are organized in layers. Different layers may perform different kinds of transformations on their inputs. Signals travel from the first (input), to the last (output) layer, possibly after traversing the layers multiple times.",14,32,33,34,1,400,1
"The original goal of the neural network approach was to solve problems in the same way that a human brain would. Over time, attention focused on matching specific mental abilities, leading to deviations from biology such as , or passing information in the reverse direction and adjusting the network to reflect that information.",14,32,33,34,1,400,1
backpropagation,16,51,102,204,1,400,1
"Neural networks have been used on a variety of tasks, including computer vision, , , filtering, and medical diagnosis.",14,32,33,34,1,400,1
speech recognition,16,51,102,204,1,400,1
machine translation,16,51,102,204,1,400,1
